transaction_id,client_id,amount,transaction_type,timestamp,client_country,counterparty_country,ofac_match_flag,fatf_country_flag,structuring_pattern_flag,rapid_movement_flag,trade_mispricing_flag
15845,1650,418.48,Wire,2025-07-11 16:25:53,CH,CA,0,0,0,0,0
15846,1713,1108.66,SWIFT,2025-07-22 20:12:29,SY,NL,0,0,0,0,0
15847,1422,3903.59,ACH,2025-08-06 18:27:25,NL,AE,0,0,0,0,0
15848,1305,2975.61,ACH,2025-08-19 12:25:44,LB,CA,0,0,0,0,0
15849,955,2170.27,ACH,2025-07-21 20:31:49,RU,CH,0,0,0,0,0
15850,1925,209.62,Wire,2025-08-10 12:01:44,AF,AU,0,0,0,0,0
15851,958,7833.29,Wire,2025-09-16 17:33:52,CH,CN,0,0,0,0,0
15852,1833,577.89,Check,2025-08-28 12:04:51,CN,CH,0,0,0,0,0
15853,1064,3238.16,Check,2025-07-08 02:49:54,KP,AU,0,0,0,0,0
15854,1541,559.29,SWIFT,2025-08-29 07:14:54,AU,JP,0,0,0,0,0
15855,1277,4152.19,Check,2025-08-26 07:42:15,DE,AU,0,0,0,0,0
15856,1843,3727.68,ACH,2025-08-05 17:34:20,US,NL,0,0,0,0,0
15857,1077,1990.06,Wire,2025-07-17 21:52:48,VE,CH,0,0,0,0,0
15858,858,33.95,SWIFT,2025-09-28 23:53:50,SY,SG,0,0,0,0,0
15859,739,440.15,ACH,2025-09-02 09:43:08,AE,CH,0,0,0,0,0
15860,1100,6757.14,ACH,2025-09-01 05:50:33,CN,NL,0,0,0,0,0
15861,1260,916.52,Wire,2025-07-12 11:36:14,DE,US,0,0,0,0,0
15862,1661,726.6,Check,2025-08-23 10:31:50,IR,AE,0,0,0,0,0
15863,173,2312.89,ACH,2025-08-26 03:19:50,UK,US,0,0,0,0,0
15864,1787,4807.23,ACH,2025-09-06 21:58:19,SD,VE,1,0,0,0,0
15865,1670,1254.42,ACH,2025-09-22 17:08:39,AE,FR,0,0,0,0,0
15866,1054,2276.6,Check,2025-07-06 05:44:03,AU,CA,0,0,0,0,0
15867,1529,100190.41,ACH,2025-09-22 02:25:37,RU,CN,0,0,0,0,0
15868,1844,608.19,Wire,2025-08-31 06:07:51,RU,CN,0,0,0,1,0
15869,803,1302.12,SWIFT,2025-07-04 08:38:24,LB,DE,0,0,0,0,0
15870,1951,914.65,Wire,2025-07-18 14:35:48,RU,CH,0,0,0,0,0
15871,1103,1542.33,Wire,2025-07-19 19:58:18,JP,US,0,0,0,0,0
15872,150,2475.67,SWIFT,2025-08-12 17:39:22,IR,DE,0,0,0,0,0
15873,164,406.84,Check,2025-08-23 20:24:57,US,LB,0,0,0,0,0
15874,1596,2342.4,ACH,2025-09-03 05:54:19,SG,NL,0,0,0,0,0
15875,1710,332.06,Check,2025-09-01 00:14:02,LB,DE,0,0,0,0,0
15876,765,713.94,Wire,2025-08-29 17:55:48,AU,DE,0,0,0,0,0
15877,1499,3983.39,Wire,2025-09-25 05:22:44,AE,UK,0,0,0,0,0
15878,765,1222.4,Wire,2025-08-18 05:17:44,AU,US,0,0,0,0,0
15879,1587,2226.28,ACH,2025-09-25 10:18:35,AU,CA,0,0,0,0,0
15880,36,1167.03,Wire,2025-07-10 04:14:45,IN,FR,0,0,0,1,0
15881,860,78046.38,SWIFT,2025-08-17 21:12:57,NL,NL,0,0,0,0,0
15882,503,8139.13,SWIFT,2025-07-03 05:09:34,SG,SG,0,0,0,0,0
15883,552,381.94,ACH,2025-08-08 09:04:41,KP,DE,0,0,0,0,0
15884,75,501.42,Wire,2025-08-14 00:54:05,SY,AE,0,0,0,0,0
15885,1252,3747.71,Wire,2025-08-26 22:25:21,AE,CA,0,0,0,1,0
15886,1270,57.83,SWIFT,2025-08-10 23:44:26,SY,FR,0,0,0,0,0
15887,1376,10763.52,ACH,2025-09-08 06:31:07,DE,NL,0,0,0,0,0
15888,1272,3689.79,Check,2025-07-26 11:30:20,CA,AU,0,0,0,0,0
15889,372,999.47,Check,2025-09-30 14:11:23,DE,CH,0,0,0,0,0
15890,1882,1527.5,SWIFT,2025-07-19 22:04:19,DE,FR,0,0,0,0,0
15891,1965,719.81,Wire,2025-08-16 04:09:42,UK,JP,0,0,0,0,0
15892,1355,229.69,ACH,2025-08-08 06:27:41,CA,UK,0,0,0,0,0
15893,1966,4820.5,SWIFT,2025-08-26 19:35:41,AU,FR,0,0,0,0,0
15894,368,1329.23,Check,2025-07-24 18:58:10,JP,CN,0,0,0,0,0
15895,1633,4950.15,ACH,2025-08-21 00:13:55,CH,AU,0,0,0,0,0
15896,1249,291.49,Wire,2025-07-17 07:31:26,SY,DE,0,0,0,0,0
15897,1982,1536.98,Wire,2025-09-13 14:43:38,UK,UK,0,0,0,0,0
15898,1929,1707.1,Check,2025-07-16 19:42:42,JP,DE,0,0,0,0,0
15899,643,1796.39,ACH,2025-09-08 04:16:07,FR,UK,0,0,0,1,0
15900,760,3014.38,SWIFT,2025-07-25 15:52:24,AE,JP,0,0,0,0,0
15901,1939,2241.07,ACH,2025-07-11 12:31:10,SG,UK,0,0,0,0,0
15902,224,454.51,ACH,2025-08-11 04:23:23,AE,SG,0,0,0,0,0
15903,135,709.74,Check,2025-09-18 08:08:14,FR,JP,0,0,0,0,0
15904,1806,1560.14,ACH,2025-09-07 00:59:45,DE,SG,0,0,0,0,0
15905,1437,340.77,ACH,2025-07-12 14:33:12,DE,UK,0,0,0,0,0
15906,1307,340.7,Check,2025-09-08 06:57:40,IR,US,0,0,0,0,0
15907,1293,726.05,SWIFT,2025-08-03 02:02:28,AF,CH,0,0,0,0,0
15908,383,49972.74,Check,2025-09-28 13:15:32,IR,AE,0,0,0,0,0
15909,1835,1420.97,Check,2025-07-03 10:33:33,FR,FR,0,0,0,0,0
15910,1394,3256.68,ACH,2025-07-23 02:50:54,SY,AE,0,0,0,0,0
15911,1227,3381.16,Check,2025-09-10 22:07:38,SD,NL,0,0,0,0,0
15912,393,1369.07,ACH,2025-09-26 23:58:29,AF,DE,0,0,0,0,0
15913,601,4953.73,Wire,2025-08-10 08:28:30,CH,IN,0,0,0,0,0
15914,1490,3171.9,SWIFT,2025-08-14 11:40:18,SD,JP,0,0,0,0,0
15915,1516,479.51,ACH,2025-07-31 22:11:50,SD,UK,0,0,0,0,0
15916,771,3356.07,Wire,2025-08-04 05:14:52,KP,AU,0,0,0,0,0
15917,1324,1146.58,SWIFT,2025-07-31 14:54:54,NL,IN,0,0,0,0,0
15918,1879,1229.08,Wire,2025-08-16 18:19:35,AU,RU,1,0,0,0,0
15919,1109,654.38,ACH,2025-09-05 05:37:46,SD,US,0,0,0,0,0
15920,579,681.51,Check,2025-07-24 00:45:07,AU,IN,0,0,0,0,0
15921,860,2548.41,Wire,2025-08-17 04:37:20,NL,JP,0,0,0,0,0
15922,466,1563.88,SWIFT,2025-09-25 06:54:15,FR,CH,0,0,0,0,0
15923,1290,987.04,Check,2025-07-07 07:27:29,AU,NL,0,0,0,0,0
15924,1707,87.23,ACH,2025-09-18 04:34:12,LB,SG,0,0,0,0,0
15925,509,91181.41,Check,2025-09-29 22:58:27,SY,US,0,0,0,0,0
15926,33,750.52,SWIFT,2025-08-02 11:24:56,RU,CN,0,0,0,1,0
15927,1897,4296.7,SWIFT,2025-09-06 01:59:54,US,SG,0,0,0,0,0
15928,940,2871.33,Check,2025-08-14 02:45:43,NL,CN,0,0,0,0,0
15929,1874,270.58,ACH,2025-07-29 15:42:29,FR,AE,0,0,0,0,0
15930,1041,2086.59,SWIFT,2025-08-13 16:21:59,NL,AE,0,0,0,0,0
15931,846,3744.49,Check,2025-09-15 22:14:22,SD,CN,0,0,0,0,0
15932,1511,763.86,SWIFT,2025-07-26 09:33:48,JP,JP,0,0,0,0,0
15933,80,903.45,SWIFT,2025-09-21 15:59:13,US,CN,0,0,0,0,0
15934,304,459.68,Wire,2025-09-02 01:45:03,IN,FR,0,0,0,0,0
15935,1369,1178.42,SWIFT,2025-07-09 17:53:32,SG,CH,0,0,0,0,0
15936,1895,1358.49,Check,2025-09-21 10:56:15,AU,JP,0,0,0,0,0
15937,575,4710.9,ACH,2025-09-11 19:33:28,AE,IN,0,0,0,0,0
15938,1354,2201.48,Wire,2025-09-19 10:58:49,CN,FR,0,0,0,0,0
15939,520,920.91,Check,2025-08-01 22:07:50,US,UK,0,0,0,0,0
15940,631,23.41,Wire,2025-07-21 20:14:22,AF,NL,0,0,0,0,0
15941,266,494.38,SWIFT,2025-07-20 12:28:01,CA,SG,0,0,0,0,0
15942,1170,1547.03,ACH,2025-09-09 04:37:46,SG,JP,0,0,0,0,0
15943,1289,770.66,SWIFT,2025-09-13 17:37:15,AF,JP,0,0,0,0,0
15944,1882,1529.29,Wire,2025-07-04 15:45:25,DE,FR,0,0,0,0,0
15945,1548,1070.47,SWIFT,2025-07-08 09:19:43,SD,NL,0,0,0,0,0
15946,1026,151784.67,Wire,2025-09-01 00:01:52,IN,KP,1,1,0,0,0
15947,242,72660.84,Check,2025-08-04 02:59:09,JP,UK,0,0,0,0,0
15948,704,5924.53,Check,2025-09-22 11:56:06,LB,IN,0,0,0,0,0
15949,1746,947.1,Wire,2025-09-16 07:27:10,IR,US,0,0,0,0,0
15950,716,455.93,ACH,2025-07-30 08:53:40,IR,DE,0,0,0,0,0
15951,207,1787.43,ACH,2025-09-09 04:31:54,JP,IN,0,0,0,0,0
15952,1030,145.13,ACH,2025-07-28 05:30:36,SY,US,0,0,0,0,0
15953,112,1732.92,Wire,2025-08-27 14:13:48,FR,CH,0,0,0,0,0
15954,1368,870.38,SWIFT,2025-07-15 12:14:18,VE,CH,0,0,0,0,0
15955,886,1771.2,Wire,2025-08-12 15:59:07,KP,UK,0,0,0,0,0
15956,528,1612.75,Wire,2025-09-19 01:21:42,AF,AU,0,0,0,0,0
15957,1207,53473.48,Wire,2025-09-27 10:06:51,NL,CN,0,0,0,0,0
15958,493,1993.71,ACH,2025-07-27 12:06:29,FR,DE,0,0,0,0,0
15959,493,1100.25,Check,2025-09-14 09:48:24,FR,FR,0,0,0,0,0
15960,1339,3906.32,SWIFT,2025-08-21 01:04:09,LB,NL,0,0,0,0,0
15961,1678,11619.77,SWIFT,2025-08-07 15:21:34,SD,IN,0,0,0,0,0
15962,1795,4125.97,ACH,2025-07-30 08:27:51,SY,AU,0,0,0,0,0
15963,670,5733.95,SWIFT,2025-08-11 10:01:45,CN,CN,0,0,0,1,0
15964,1546,33132.65,Check,2025-07-03 14:52:13,SD,AE,0,0,0,0,0
15965,661,38402.52,Wire,2025-08-24 13:34:21,CH,SD,1,0,0,0,0
15966,53,2848.37,Check,2025-09-02 15:55:21,IR,CN,0,0,0,0,0
15967,655,922.86,Check,2025-07-25 05:44:03,AU,SG,0,0,0,0,0
15968,598,708.75,ACH,2025-09-06 18:44:02,KP,US,0,0,0,0,0
15969,457,1122.72,ACH,2025-09-12 05:48:51,CH,NL,0,0,0,0,0
15970,1626,564.38,Check,2025-08-03 15:17:20,CA,AE,0,0,0,0,0
15971,1675,1166.87,SWIFT,2025-07-05 10:32:50,IR,DE,0,0,0,0,0
15972,1118,2920.82,SWIFT,2025-08-29 23:29:55,RU,IN,0,0,0,0,0
15973,156,132.56,Check,2025-07-18 13:21:42,US,IN,0,0,0,0,0
15974,127,2729.79,Wire,2025-07-22 07:42:18,SG,CN,0,0,0,0,0
15975,1922,2192.74,ACH,2025-09-05 17:56:45,AE,DE,0,0,0,0,0
15976,1874,904.19,Wire,2025-07-04 05:18:56,FR,AE,0,0,0,0,0
15977,1501,1680.6,SWIFT,2025-08-03 09:22:28,VE,FR,0,0,0,0,0
15978,623,1073.23,SWIFT,2025-09-27 14:21:06,KP,NL,0,0,0,0,0
15979,157,1675.2,Wire,2025-09-25 12:58:28,AE,SG,0,0,0,0,0
15980,1820,370.93,ACH,2025-07-22 19:22:53,SG,CN,0,0,0,0,0
15981,1978,2090.41,Check,2025-09-01 14:43:37,CN,JP,0,0,0,0,0
15982,1127,1882.46,Wire,2025-07-27 08:33:45,SY,DE,0,0,0,0,0
15983,216,609.51,Wire,2025-08-03 12:21:27,AU,CA,0,0,0,0,0
15984,1805,81677.84,Check,2025-07-06 07:06:16,UK,DE,0,0,0,0,0
15985,1708,545.91,Check,2025-07-10 23:51:38,IN,NL,0,0,0,0,0
15986,216,1091.44,Check,2025-08-26 01:45:50,AU,CN,0,0,0,0,0
15987,1469,2044.8,ACH,2025-08-16 12:13:46,KP,SG,0,0,0,0,0
15988,464,402.99,SWIFT,2025-09-25 00:21:50,RU,NL,0,0,0,0,0
15989,1529,1422.99,ACH,2025-09-14 18:28:21,RU,IN,0,0,0,0,0
15990,73,4433.61,Check,2025-09-14 07:34:13,US,CA,0,0,0,0,0
15991,524,467.29,ACH,2025-09-15 13:35:56,AF,SG,0,0,0,0,0
15992,1959,5580.22,Wire,2025-09-04 03:24:57,KP,JP,0,0,0,0,0
15993,1305,3417.81,Wire,2025-09-13 22:12:46,LB,UK,0,0,0,0,0
15994,581,112.72,ACH,2025-09-08 01:17:22,NL,CA,0,0,0,0,0
15995,1591,190.98,ACH,2025-09-03 16:51:47,IR,AU,0,0,0,0,0
15996,531,3086.01,Check,2025-09-29 02:35:29,LB,AU,0,0,0,0,0
15997,398,10405.79,SWIFT,2025-09-30 02:07:06,LB,CN,0,0,0,0,0
15998,702,680.44,Wire,2025-07-08 06:30:22,IN,CA,0,0,0,0,0
15999,1311,5109.73,Wire,2025-09-18 16:47:12,RU,DE,0,0,0,0,0
16000,381,833.85,SWIFT,2025-07-12 05:49:23,CA,SG,0,0,0,0,0
16001,897,15482.53,Wire,2025-07-20 02:59:44,LB,CH,0,0,0,0,0
16002,153,2753.41,Check,2025-09-18 08:01:38,AU,US,0,0,0,0,0
16003,1646,918.0,Wire,2025-08-19 05:40:37,AE,IN,0,0,0,0,0
16004,1588,245.86,Check,2025-09-23 00:27:02,FR,US,0,0,0,0,0
16005,1224,2360.1,SWIFT,2025-07-12 05:39:58,SY,SG,0,0,0,0,0
16006,1533,603.57,Check,2025-07-10 10:04:06,CH,CN,0,0,0,0,0
16007,1487,3105.8,Check,2025-08-23 20:19:10,RU,CA,0,0,0,0,0
16008,1943,2300.82,Wire,2025-09-25 04:44:15,UK,AE,0,0,0,0,0
16009,1312,342.74,Wire,2025-07-28 11:01:26,US,AE,0,0,0,0,0
16010,34,1476.36,Wire,2025-08-10 17:54:09,AF,AU,0,0,0,0,0
16011,1298,3580.71,ACH,2025-07-26 21:08:58,FR,NL,0,0,0,0,0
16012,1408,269.25,ACH,2025-08-09 12:06:26,SY,AE,0,0,0,0,0
16013,1931,73593.57,Check,2025-09-11 09:37:52,SG,DE,0,0,0,0,0
16014,1751,1402.47,Wire,2025-08-30 14:54:53,CH,NL,0,0,0,0,0
16015,82,2723.34,Check,2025-09-23 20:02:49,VE,CA,0,0,0,1,0
16016,838,1605.48,Wire,2025-07-28 00:09:37,CA,JP,0,0,0,0,0
16017,1887,84.19,ACH,2025-07-17 11:44:40,UK,IN,0,0,0,0,0
16018,1750,49.45,ACH,2025-08-26 02:11:28,FR,AU,0,0,0,0,0
16019,1413,2375.66,ACH,2025-09-26 05:17:06,JP,JP,0,0,0,0,0
16020,1620,718.3,ACH,2025-09-26 11:28:39,FR,AE,0,0,0,0,0
16021,627,56.02,ACH,2025-09-25 13:58:22,NL,FR,0,0,0,0,0
16022,1920,2278.33,Check,2025-08-18 12:27:51,AF,UK,0,0,0,0,0
16023,561,335.63,Check,2025-08-16 15:24:46,KP,AE,0,0,0,0,0
16024,2,293.88,SWIFT,2025-09-10 08:45:56,CH,CH,0,0,0,0,0
16025,749,192.12,SWIFT,2025-09-10 19:51:45,NL,SG,0,0,0,0,0
16026,475,893.08,SWIFT,2025-08-02 07:26:07,US,AU,0,0,0,0,0
16027,776,3226.57,ACH,2025-07-22 08:01:10,CN,SG,0,0,0,0,0
16028,686,4490.28,ACH,2025-07-04 15:40:10,NL,AE,0,0,0,0,0
16029,102,3383.18,SWIFT,2025-08-11 01:33:43,SG,JP,0,0,0,0,0
16030,1586,1030.84,SWIFT,2025-08-09 10:51:41,FR,AU,0,0,0,0,0
16031,1509,2371.39,ACH,2025-07-18 14:27:13,VE,IN,0,0,0,0,0
16032,135,33574.57,Wire,2025-09-29 08:25:32,FR,NL,0,0,0,0,0
16033,1524,1164.79,SWIFT,2025-08-31 23:29:42,CN,CH,0,0,0,0,0
16034,1346,933.2,Wire,2025-09-21 23:59:00,FR,CN,0,0,0,0,0
16035,326,2720.25,SWIFT,2025-08-19 07:58:31,US,CN,0,0,0,0,0
16036,799,246.61,SWIFT,2025-09-17 00:02:09,AU,CH,0,0,0,0,0
16037,1068,46.94,ACH,2025-07-03 12:20:28,CN,CH,0,0,0,0,0
16038,655,2800.62,SWIFT,2025-08-06 04:18:23,AU,JP,0,0,0,0,0
16039,998,4230.05,ACH,2025-09-19 00:21:18,SD,AE,0,0,0,0,0
16040,309,2072.67,ACH,2025-08-04 18:58:53,DE,AU,0,0,0,0,0
16041,25,3605.75,SWIFT,2025-07-09 18:02:30,SG,SG,0,0,0,0,0
16042,1892,2946.36,Wire,2025-09-09 06:20:44,SD,FR,0,0,0,0,0
16043,1331,2033.56,ACH,2025-08-04 17:05:07,CA,AE,0,0,0,0,0
16044,693,2194.17,Wire,2025-07-11 10:07:12,IR,NL,0,0,0,1,0
16045,670,18731.42,ACH,2025-09-24 08:53:09,CN,FR,0,0,0,0,0
16046,278,252.63,SWIFT,2025-08-17 19:45:16,DE,CA,0,0,0,0,0
16047,1046,959.66,Check,2025-07-05 16:14:54,NL,NL,0,0,0,0,0
16048,1055,53837.92,SWIFT,2025-09-23 04:10:12,IN,US,0,0,0,0,0
16049,1138,6092.88,SWIFT,2025-07-13 16:50:39,AU,SG,0,0,0,0,0
16050,478,35685.12,Wire,2025-07-19 04:19:13,SY,UK,0,0,0,0,0
16051,354,1196.65,Check,2025-09-22 06:21:27,CH,AE,0,0,0,0,0
16052,251,3765.81,Check,2025-08-06 14:11:40,JP,DE,0,0,0,0,0
16053,358,2615.42,ACH,2025-08-04 21:35:00,VE,SY,1,0,0,0,0
16054,1250,7185.32,Check,2025-08-14 13:07:26,AF,AU,0,0,0,0,0
16055,435,3851.43,SWIFT,2025-08-01 12:38:38,US,IN,0,0,0,0,0
16056,534,4929.0,Wire,2025-08-16 07:57:47,RU,UK,0,0,0,0,0
16057,1037,922.42,ACH,2025-08-18 18:46:36,NL,AE,0,0,0,0,0
16058,809,69951.24,Check,2025-07-16 12:36:49,AU,CH,0,0,0,0,0
16059,1638,4082.56,ACH,2025-08-11 11:05:48,CN,AE,0,0,0,0,0
16060,142,2131.71,Wire,2025-08-26 18:23:21,AF,FR,0,0,0,0,0
16061,922,245.67,ACH,2025-07-15 04:35:40,IN,IN,0,0,0,0,0
16062,1840,851.33,ACH,2025-09-01 07:04:30,IR,CA,0,0,0,0,0
16063,219,1895.42,ACH,2025-07-24 22:18:31,AU,CH,0,0,0,1,0
16064,129,1413.62,ACH,2025-07-04 06:47:46,LB,SG,0,0,0,0,0
16065,968,2185.63,SWIFT,2025-07-03 05:10:45,IR,FR,0,0,0,0,0
16066,47,1383.87,Wire,2025-08-30 23:29:14,DE,DE,0,0,0,0,0
16067,1222,3064.13,ACH,2025-09-23 17:20:06,AE,LB,0,0,0,0,0
16068,81,3000.47,Check,2025-08-06 18:48:08,AE,AE,0,0,0,0,0
16069,1488,5001.46,SWIFT,2025-07-08 08:28:07,AU,CA,0,0,0,0,0
16070,1682,518.61,SWIFT,2025-09-30 13:25:22,IR,UK,0,0,0,1,0
16071,1682,540.18,Wire,2025-07-12 09:47:49,IR,FR,0,0,0,0,0
16072,1030,1080.95,Wire,2025-08-30 07:54:22,SY,CA,0,0,0,0,0
16073,782,2201.72,SWIFT,2025-08-11 13:58:06,AF,CH,0,0,0,0,0
16074,1968,397.08,Check,2025-07-07 23:31:32,FR,JP,0,0,0,0,0
16075,438,248.08,ACH,2025-09-22 20:02:01,SY,NL,0,0,0,0,0
16076,996,1606.12,ACH,2025-07-17 05:08:25,JP,IR,1,1,0,0,0
16077,701,2465.95,Wire,2025-08-20 01:24:32,CH,AE,0,0,0,0,0
16078,1394,1601.78,Check,2025-09-01 01:39:51,SY,CH,0,0,0,0,0
16079,780,3345.16,Wire,2025-08-24 17:36:41,CN,NL,0,0,0,0,0
16080,816,297.81,SWIFT,2025-07-29 13:39:29,JP,FR,0,0,0,0,0
16081,1815,122.46,ACH,2025-07-24 00:57:31,AF,CA,0,0,0,0,0
16082,570,1284.58,SWIFT,2025-07-23 23:14:06,SG,AE,0,0,0,0,0
16083,679,392.91,Wire,2025-08-10 09:49:44,VE,UK,0,0,0,0,0
16084,501,2189.81,Wire,2025-09-28 21:50:33,NL,CA,0,0,0,0,0
16085,709,687.24,Wire,2025-08-25 15:58:47,VE,IN,0,0,0,0,0
16086,1966,2099.18,SWIFT,2025-09-25 23:07:22,AU,IN,0,0,0,0,0
16087,442,2825.55,SWIFT,2025-08-14 02:06:36,US,AU,0,0,0,0,0
16088,1478,1253.42,Wire,2025-08-30 18:03:47,VE,SG,0,0,0,1,0
16089,1932,5149.88,Wire,2025-09-18 05:44:16,DE,IN,0,0,0,0,0
16090,137,2640.26,ACH,2025-07-08 02:59:27,CA,IN,0,0,0,0,0
16091,214,1808.94,SWIFT,2025-07-22 01:28:02,RU,CN,0,0,0,0,0
16092,1546,1584.6,SWIFT,2025-09-14 18:00:47,SD,CA,0,0,0,0,0
16093,1541,2219.84,ACH,2025-07-29 13:59:07,AU,SG,0,0,0,0,0
16094,368,8534.52,SWIFT,2025-08-04 05:21:51,JP,US,0,0,0,0,0
16095,1385,1329.25,Check,2025-07-06 23:49:44,CA,CH,0,0,0,0,0
16096,427,1807.3,Check,2025-07-28 16:01:01,CA,CH,0,0,0,0,0
16097,1478,2092.68,ACH,2025-08-17 22:56:18,VE,DE,0,0,0,0,0
16098,255,4652.87,ACH,2025-08-31 07:52:06,VE,UK,0,0,0,0,0
16099,1170,839.32,ACH,2025-09-07 06:12:33,SG,CN,0,0,0,0,0
16100,184,345.68,Wire,2025-08-27 15:28:15,SY,CA,0,0,0,0,0
16101,459,10603.23,ACH,2025-07-25 02:44:31,SG,SG,0,0,0,0,0
16102,696,1384.93,SWIFT,2025-09-29 01:45:12,SD,AU,0,0,0,0,0
16103,624,1759.08,Check,2025-09-10 23:29:49,CH,IN,0,0,0,0,0
16104,677,23826.66,Check,2025-09-29 04:02:10,AF,US,0,0,0,0,0
16105,1893,62.21,Check,2025-07-16 14:57:12,LB,AE,0,0,0,0,0
16106,344,446.16,ACH,2025-09-11 22:48:05,KP,CA,0,0,0,0,0
16107,399,5149.56,SWIFT,2025-07-04 14:09:20,VE,CN,0,0,0,0,0
16108,1822,2648.12,SWIFT,2025-07-12 19:46:58,RU,AE,0,0,0,0,0
16109,520,1449.55,Wire,2025-09-06 10:10:39,US,NL,0,0,0,0,0
16110,1695,11331.78,Check,2025-07-20 01:48:53,UK,DE,0,0,0,0,0
16111,1371,1333.59,Check,2025-07-31 16:34:26,IR,IN,0,0,0,1,0
16112,256,6952.43,Wire,2025-09-09 11:54:19,RU,NL,0,0,0,0,0
16113,857,4293.63,ACH,2025-07-29 14:00:27,CA,SG,0,0,0,0,0
16114,1873,11190.3,ACH,2025-09-18 23:41:05,SY,DE,0,0,0,0,0
16115,823,2913.69,Wire,2025-07-18 18:22:23,SD,JP,0,0,0,0,0
16116,766,1465.64,SWIFT,2025-07-26 10:33:08,IN,IN,0,0,0,0,0
16117,1345,1908.96,Check,2025-09-17 08:57:59,IR,NL,0,0,0,0,0
16118,147,12134.13,Check,2025-09-09 20:10:11,RU,FR,0,0,0,0,0
16119,852,68.06,SWIFT,2025-09-19 03:12:18,AE,AU,0,0,0,0,0
16120,1733,1137.69,Wire,2025-08-30 10:41:41,AU,DE,0,0,0,0,0
16121,1466,448.69,Check,2025-08-22 01:22:49,US,NL,0,0,0,0,0
16122,532,7255.18,ACH,2025-07-20 09:30:11,US,CN,0,0,0,0,0
16123,1684,11575.73,ACH,2025-07-22 12:50:26,RU,AE,0,0,0,0,0
16124,1549,157.35,SWIFT,2025-08-28 09:28:51,SG,US,0,0,0,0,0
16125,1367,824.91,Check,2025-07-16 16:08:08,AE,CA,0,0,0,0,0
16126,54,1595.63,Wire,2025-08-26 22:47:17,AF,CN,0,0,0,0,0
16127,644,787.78,SWIFT,2025-09-05 08:38:56,CA,IN,0,0,0,0,0
16128,30,1360.48,ACH,2025-09-30 23:08:37,IR,NL,0,0,0,0,0
16129,1115,1695.46,ACH,2025-09-17 13:36:00,US,IN,0,0,0,0,0
16130,1601,9919.09,Wire,2025-07-23 04:33:04,SY,CN,0,0,1,0,0
16131,689,3595.67,Wire,2025-09-02 00:50:48,VE,CH,0,0,0,0,0
16132,440,375.05,Wire,2025-09-08 19:21:58,IN,JP,0,0,0,0,0
16133,452,3490.59,ACH,2025-07-07 14:41:17,AU,JP,0,0,0,0,0
16134,466,3579.19,ACH,2025-07-23 03:24:01,FR,JP,0,0,0,0,0
16135,1708,911.26,SWIFT,2025-08-23 08:43:16,IN,IN,0,0,0,0,0
16136,1595,1180.26,ACH,2025-09-04 15:47:11,SG,CH,0,0,0,0,0
16137,1799,1318.47,Wire,2025-07-07 05:42:09,FR,CN,0,0,0,0,0
16138,1605,310.46,Wire,2025-08-16 03:34:24,LB,SG,0,0,0,0,0
16139,881,1816.65,Wire,2025-09-14 18:09:14,CN,CA,0,0,0,0,0
16140,1451,4351.17,Check,2025-08-31 12:22:18,AU,IN,0,0,0,0,0
16141,157,252.09,SWIFT,2025-08-07 06:23:08,AE,JP,0,0,0,1,0
16142,1478,577.01,SWIFT,2025-07-23 15:27:49,VE,UK,0,0,0,0,0
16143,569,496.01,Wire,2025-09-12 17:07:55,SY,AF,0,0,0,0,0
16144,1265,2343.62,Wire,2025-08-15 13:06:46,SD,NL,0,0,0,0,0
16145,1804,6003.12,Wire,2025-09-10 10:17:10,US,UK,0,0,0,0,0
16146,626,21.19,SWIFT,2025-08-25 04:48:56,SD,SG,0,0,0,0,0
16147,502,2673.68,Check,2025-07-06 18:42:23,SY,JP,0,0,0,1,0
16148,1416,8539.6,Wire,2025-08-15 02:02:15,US,JP,0,0,0,0,0
16149,1851,2600.99,SWIFT,2025-09-02 06:23:24,CN,UK,0,0,0,0,0
16150,1829,42307.42,Wire,2025-09-18 23:43:58,SY,US,0,0,0,0,0
16151,303,2816.83,Check,2025-07-14 17:56:59,SY,JP,0,0,0,0,0
16152,1915,1456.34,Check,2025-08-28 13:33:18,KP,US,0,0,0,0,0
16153,1557,2785.98,Check,2025-09-11 09:15:27,IN,US,0,0,0,0,0
16154,1605,609.83,ACH,2025-08-02 22:11:12,LB,AE,0,0,0,0,0
16155,1976,1705.03,ACH,2025-07-16 13:54:43,IN,IN,0,0,0,0,0
16156,1569,1636.11,ACH,2025-09-08 11:55:00,UK,FR,0,0,0,0,0
16157,1453,2682.62,ACH,2025-08-18 23:30:50,SD,FR,0,0,0,0,0
16158,1601,1829.23,Wire,2025-09-17 03:04:46,SY,IN,0,0,0,0,0
16159,1114,5922.83,Wire,2025-07-26 07:43:03,IR,CH,0,0,0,0,0
16160,117,1091.32,SWIFT,2025-09-21 15:30:21,VE,SY,1,0,0,0,0
16161,87,71006.82,ACH,2025-08-20 23:48:19,IN,US,0,0,0,0,0
16162,1209,1194.53,Wire,2025-08-29 23:39:12,AE,DE,0,0,0,0,0
16163,710,4712.83,SWIFT,2025-08-11 10:47:35,AF,IN,0,0,0,0,0
16164,497,35668.68,ACH,2025-08-09 14:23:14,JP,FR,0,0,0,0,0
16165,1486,2753.27,SWIFT,2025-09-18 09:34:34,CH,CN,0,0,0,0,0
